,name,dob,nat,score,events,environment,race,date,performance,place
38,Matias FØRDE,26 NOV 1998,NOR,956,1500m [1500m ind.],Outdoor,"10,000 Metres",14 JUL 2020,31:48.48,"Stadion, Førde (NOR)"
39,Matias FØRDE,26 NOV 1998,NOR,956,1500m [1500m ind.],Outdoor,4x1500 Metres Relay,04 JUN 2022,16:04.20,"Ås Stadion, Ås (NOR)"
40,Matias FØRDE,26 NOV 1998,NOR,956,1500m [1500m ind.],Indoor,800 Metres,19 FEB 2022,1:57.18,"Leikvanghall, Norna-Salhus (NOR)"
41,Matias FØRDE,26 NOV 1998,NOR,956,1500m [1500m ind.],Indoor,1500 Metres,05 FEB 2022,3:55.83,"Ulsteinhallen, Ulsteinvik (NOR)"
42,Matias FØRDE,26 NOV 1998,NOR,956,1500m [1500m ind.],Indoor,3000 Metres,23 FEB 2021,8:28.71,"Leikvang Friidrettshall, Bergen (NOR)"
43,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,800 Metres,18 JUL 2019,1:58.12,Rovellasca (ITA)
44,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,800 Metres,02 AUG 2020,1:55.28,"Campo Sportivo M.Castoldi, Villasanta (ITA)"
45,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,800 Metres,29 APR 2021,1:54.42,"Pista Lino Parzani, Rodengo Saiano (ITA)"
46,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,1500 Metres,09 JUL 2019,4:01.21,"Campo Sportivo Gaetano Scirea, Cernusco Sul Naviglio (ITA)"
47,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,1500 Metres,24 SEP 2020,3:54.51,"Campo Comunale, Zogno (ITA)"
48,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,1500 Metres,19 JUN 2021,3:52.91,"Campo Coni, Pavia (ITA)"
49,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,1500 Metres,21 MAY 2022,3:48.58,"Stadio Gino Salveti, Cassino (ITA)"
50,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,3000 Metres,02 OCT 2020,8:54.79,"Campo Comunale, Zogno (ITA)"
51,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,3000 Metres,15 SEP 2021,8:42.31,"Campo Comunale, Brescia (ITA)"
52,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,3000 Metres,13 APR 2022,8:18.44,"Pista Lino Parzani, Rodengo Saiano (ITA)"
53,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,5000 Metres,18 OCT 2020,15:43.34,"Campo Communale, Modena (ITA)"
54,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,5000 Metres,05 SEP 2021,15:12.98,"Campo Communale, Mariano Comense (ITA)"
55,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Outdoor,5000 Metres,14 MAY 2022,14:38.41,"Centro Sportivo Saletti, Nembro (ITA)"
56,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Indoor,1500 Metres,08 FEB 2020,4:07.27,"Palaindoor, Padova (ITA)"
57,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Indoor,1500 Metres,30 JAN 2021,3:55.41,"Palaindoor, Padova (ITA)"
58,Matteo BURBURAN,26 DEC 2000,ITA,955,1500m,Indoor,3000 Metres,17 JAN 2021,8:42.72,"Palaindoor, Padova (ITA)"
59,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Outdoor,800 Metres,21 APR 2022,1:51.23,Pune (IND)
60,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Outdoor,1500 Metres,07 JUL 2021,3:51.40,"Znamenskikh Stadion, Moskva (RUS)"
61,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Outdoor,1500 Metres,24 MAY 2022,3:48.67,Bhubaneshwar (IND)
62,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Outdoor,3000 Metres,14 SEP 2021,8:20.90,"Znamenskikh Stadion, Moskva (RUS)"
63,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Outdoor,3000 Metres,19 JUL 2022,8:25.35,"Olympic Stadium, Cheboksary (RUS)"
64,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Outdoor,5000 Metres,22 AUG 2020,14:32.60,Podolsk (RUS)
65,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Outdoor,5000 Metres,24 JUL 2021,14:31.43,"Salyut Stadion, Dolgoprudny (RUS)"
66,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Indoor,1000 Metres,14 DEC 2018,2:31.07,Moskva (RUS)
67,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Indoor,1500 Metres,05 MAR 2020,3:56.88,"Athletics Arena, Yaroslavl (RUS)"
68,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Indoor,1500 Metres,27 JAN 2021,3:56.36,"LFK CSKA, Moskva (RUS)"
69,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Indoor,1500 Metres,10 MAR 2022,3:55.70,"Athletics Arena, Yaroslavl (RUS)"
70,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Indoor,3000 Metres,13 DEC 2018,8:50.54,Moskva (RUS)
71,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Indoor,3000 Metres,19 DEC 2019,8:26.17,"Znamenskikh Arena, Moskva (RUS)"
72,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Indoor,3000 Metres,11 JAN 2021,8:24.32,"Znamenskikh Arena, Moskva (RUS)"
73,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Indoor,3000 Metres,11 MAR 2022,8:19.47,"Athletics Arena, Yaroslavl (RUS)"
74,Kartik KARKERA,17 MAR 1997,IND,955,1500m [1500m ind.],Indoor,2000 Metres Steeplechase,15 DEC 2020,5:51.58,"Znamenskikh Arena, Moskva (RUS)"
75,Andrew THOMAS,,USA,955,1500m,Outdoor,800 Metres,29 MAY 2015,1:58.69,"Berkeley, CA (USA)"
76,Andrew THOMAS,,USA,955,1500m,Outdoor,800 Metres,03 JUN 2016,1:55.12,"Clovis, CA (USA)"
77,Andrew THOMAS,,USA,955,1500m,Outdoor,800 Metres,23 APR 2021,1:54.99,"CSU Northridge, Northridge, CA (USA)"
78,Andrew THOMAS,,USA,955,1500m,Outdoor,800 Metres,11 MAR 2022,1:52.26,"La Jolla, CA (USA)"
79,Andrew THOMAS,,USA,955,1500m,Outdoor,1500 Metres,16 MAR 2019,3:57.21,"Seattle, WA (USA)"
80,Andrew THOMAS,,USA,955,1500m,Outdoor,1500 Metres,07 MAR 2020,3:58.03,"Triton Stadium, San Diego, CA (USA)"
81,Andrew THOMAS,,USA,955,1500m,Outdoor,1500 Metres,27 MAR 2021,3:56.88,"Aztrack Sports Deck, San Diego, CA (USA)"
82,Andrew THOMAS,,USA,955,1500m,Outdoor,1500 Metres,14 MAY 2022,3:49.32,"Cougar Athletic Stadium, Azusa, CA (USA)"
83,Andrew THOMAS,,USA,955,1500m,Outdoor,One Mile,14 APR 2017,4:18.69,"Torrance, CA (USA)"
84,Jacob GALLANT,,USA,955,1500m [Mile ind.],Outdoor,800 Metres,19 MAR 2022,1:57.29,"Irwin Belk TF Center, Charlotte, NC (USA)"
85,Jacob GALLANT,,USA,955,1500m [Mile ind.],Outdoor,1500 Metres,25 MAR 2021,3:51.87,"Paul Derr TF Facility, Raleigh, NC (USA)"
86,Jacob GALLANT,,USA,955,1500m [Mile ind.],Outdoor,1500 Metres,15 MAY 2022,3:52.10,"Park West Ath. Complex, San Antonio, TX (USA)"
87,Jacob GALLANT,,USA,955,1500m [Mile ind.],Outdoor,5000 Metres,23 APR 2021,14:27.36,"Irwin Belk TF Center, Charlotte, NC (USA)"
88,Jacob GALLANT,,USA,955,1500m [Mile ind.],Outdoor,5000 Metres,08 APR 2022,14:18.00,"Morris Williams T&F Stadium, Durham, NC (USA)"
89,Jacob GALLANT,,USA,955,1500m [Mile ind.],Indoor,One Mile,21 FEB 2021,4:11.59,"CrossPlex Athletic Facility, Birmingham, AL (USA)"
90,Jacob GALLANT,,USA,955,1500m [Mile ind.],Indoor,One Mile,12 FEB 2022,4:12.21,"Liberty Indoor Complex, Lynchburg, VA (USA)"
91,Jacob GALLANT,,USA,955,1500m [Mile ind.],Indoor,3000 Metres,13 FEB 2021,8:25.01,"South Carolina Indoor T&F Complex, Columbia, SC (USA)"
92,Jacob GALLANT,,USA,955,1500m [Mile ind.],Indoor,3000 Metres,20 FEB 2022,8:23.50,"CrossPlex Athletic Facility, Birmingham, AL (USA)"
93,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,1500 Metres,13 JUL 2019,3:53.84,Kortrijk (BEL)
94,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,1500 Metres,14 AUG 2021,3:55.40,"Eltham Sutcliffe Park Athletics Track, London (GBR)"
95,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,1500 Metres,22 MAY 2022,3:50.70,"Avlo Atletiekclub, Lokeren (BEL)"
96,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,3000 Metres,09 JUN 2020,8:25.89,Tel Aviv (ISR)
97,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,3000 Metres,26 APR 2022,8:19.06,"Hadar Yosef Stadium, Tel Aviv (ISR)"
98,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,5000 Metres,24 FEB 2021,14:45.98,"Hadar Yosef Stadium, Tel Aviv (ISR)"
99,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,2000 Metres Steeplechase,12 JUL 2020,5:52.38,Tel Aviv (ISR)
100,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,2000 Metres Steeplechase,24 JUL 2021,6:00.36,"Loughborough University Track, Loughborough (GBR)"
101,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,2000 Metres Steeplechase,19 APR 2022,5:48.29,Tel Aviv (ISR)
102,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,3000 Metres Steeplechase,18 MAY 2019,9:08.95,Tel Aviv (ISR)
103,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,3000 Metres Steeplechase,18 AUG 2021,8:56.60,"Sportcity Regional Arena, Manchester (GBR)"
104,Yehonatan HAIM,04 NOV 2000,ISR,955,1500m,Outdoor,3000 Metres Steeplechase,28 MAY 2022,8:51.82,"Sport Vlaanderen Atletiekpiste, Oordegem (BEL)"
105,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,300 Metres,11 AUG 2017,35.64,Utrecht (NED)
106,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,400 Metres,07 JUL 2018,49.21,Hilversum (NED)
107,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,400 Metres,16 JUN 2019,49.55,Breda (NED)
108,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,800 Metres,04 JUN 2016,1:53.80,Oordegem (BEL)
109,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,800 Metres,01 SEP 2017,1:50.05,Utrecht (NED)
110,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,800 Metres,21 JUL 2018,1:47.74,Heusden-Zolder (BEL)
111,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,800 Metres,01 JUN 2019,1:47.79,Oordegem (BEL)
112,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,800 Metres,24 JUL 2021,1:47.68,"Netestadion, Lier (BEL)"
113,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,800 Metres,16 JUL 2022,1:47.87,"Stedelijke Atletiekpiste, Ninove (BEL)"
114,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,1000 Metres,07 MAY 2016,2:31.64,Lisse (NED)
115,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,1000 Metres,13 MAY 2017,2:29.31,Lisse (NED)
116,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,1000 Metres,18 MAY 2019,2:23.11,Lisse (NED)
117,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,1500 Metres,03 AUG 2018,3:54.50,Utrecht (NED)
118,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,1500 Metres,09 AUG 2019,3:53.99,Utrecht (NED)
119,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,1500 Metres,16 MAY 2021,3:44.63,"U-Track, Utrecht (NED)"
120,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Outdoor,1500 Metres,25 JUN 2022,3:44.90,"Sportpark Orderbos, Apeldoorn (NED)"
121,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Indoor,800 Metres,11 FEB 2017,1:54.50,Apeldoorn (NED)
122,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Indoor,800 Metres,26 JAN 2019,1:51.05,Apeldoorn (NED)
123,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Indoor,800 Metres,20 FEB 2021,1:48.54,"Omnisport, Apeldoorn (NED)"
124,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Indoor,800 Metres,29 JAN 2022,1:47.18,"Omnisport, Apeldoorn (NED)"
125,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Indoor,1500 Metres,22 FEB 2020,3:57.71,"Omnisport, Apeldoorn (NED)"
126,Kevin WAIMANA VIEZEE,20 JAN 1997,NED,954,1500m [1500m ind.],Indoor,1500 Metres,23 JAN 2022,3:52.72,"Arena Stade Couvert, Liévin (FRA)"
127,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,800 Metres,25 NOV 2017,2:00.32,Christchurch (NZL)
128,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,1500 Metres,09 DEC 2017,4:01.00,Timaru (NZL)
129,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,1500 Metres,09 MAR 2019,4:03.35,Christchurch (NZL)
130,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,1500 Metres,28 FEB 2020,3:58.80,"Newtown Park Stadium, Wellington (NZL)"
131,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,1500 Metres,20 FEB 2021,3:55.94,"Newtown Park Stadium, Wellington (NZL)"
132,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,1500 Metres,06 MAR 2022,3:50.53,"Hawkes Bay Sports Park, Hastings (NZL)"
133,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,One Mile,07 JAN 2017,4:20.31,Timaru (NZL)
134,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,One Mile,06 JAN 2018,4:26.05,Timaru (NZL)
135,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,One Mile,30 JAN 2022,4:04.27,"Cooks Gardens, Wanganui (NZL)"
136,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,3000 Metres,06 DEC 2015,8:55.01,Timaru (NZL)
137,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,3000 Metres,03 DEC 2016,8:39.08,Auckland (NZL)
138,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,3000 Metres,20 JAN 2017,8:32.46,Wellington (NZL)
139,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,3000 Metres,20 JAN 2018,8:31.34,Wanganui (NZL)
140,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,3000 Metres,18 JAN 2019,8:23.85,Wellington (NZL)
141,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,3000 Metres,25 JAN 2020,8:35.16,"Hawkes Bay Sports Park, Hastings (NZL)"
142,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,3000 Metres,22 JAN 2022,8:08.43,"Hawkes Bay Sports Park, Hastings (NZL)"
143,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,5000 Metres,19 DEC 2017,14:47.13,Auckland (NZL)
144,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,5000 Metres,21 DEC 2018,14:42.86,Auckland (NZL)
145,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,5000 Metres,08 MAR 2019,14:31.29,Christchurch (NZL)
146,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,5000 Metres,18 DEC 2020,14:19.74,"AUT Millennium, Auckland (NZL)"
147,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,5000 Metres,13 FEB 2021,14:36.41,"Porritt Stadium, Hamilton (NZL)"
148,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,5000 Metres,05 MAR 2022,14:19.93,"Hawkes Bay Sports Park, Hastings (NZL)"
149,Connor MELTON,19 JUN 1999,NZL,954,1500m [Mile],Outdoor,10 Kilometres,15 SEP 2019,31:57,Auckland (NZL)
150,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Outdoor,800 Metres,14 JUL 2019,1:55.42,Segovia (ESP)
151,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Outdoor,800 Metres,03 JUL 2021,1:51.44,Segovia (ESP)
152,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Outdoor,800 Metres,28 MAY 2022,1:51.71,Valladolid (ESP)
153,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Outdoor,1500 Metres,20 JUN 2019,3:46.31,Huelva (ESP)
154,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Outdoor,1500 Metres,27 SEP 2020,3:52.67,Sevilla (ESP)
155,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Outdoor,1500 Metres,01 JUL 2021,3:45.03,"Estadi Joan Serrahima, Barcelona (ESP)"
156,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Outdoor,1500 Metres,04 JUN 2022,3:51.06,"Polideportivo Municipal, Andújar (ESP)"
157,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Outdoor,One Mile,17 APR 2022,4:21.0h,Avilés (ESP)
158,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Indoor,800 Metres,30 JAN 2021,1:52.64,"Pista Cubierta Carlos Gil Perez, Salamanca (ESP)"
159,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Indoor,800 Metres,05 FEB 2022,1:55.57,"Pista Cubierta Carlos Gil Perez, Salamanca (ESP)"
160,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Indoor,1500 Metres,12 JAN 2019,3:55.29,Salamanca (ESP)
161,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Indoor,1500 Metres,19 FEB 2020,3:51.13,"Pista Coberta de Catalunya, Sabadell (ESP)"
162,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Indoor,1500 Metres,23 JAN 2021,3:49.52,"Velódromo Luis Puig, Valencia (ESP)"
163,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Indoor,1500 Metres,02 FEB 2022,3:51.86,"Velódromo Luis Puig, Valencia (ESP)"
164,Elgar LLORET,10 JUL 1998,ESP,954,1500m [1500m ind.],Indoor,3000 Metres,15 DEC 2018,8:41.34,Salamanca (ESP)
165,Nathaniel LENTZ,,USA,954,1500m [Mile ind.],Outdoor,800 Metres,08 MAY 2021,1:55.44,"Weston Athletic Complex, Williamstown, MA (USA)"
166,Nathaniel LENTZ,,USA,954,1500m [Mile ind.],Outdoor,1500 Metres,20 MAY 2021,3:51.91,"Tufts University Ellis Oval, Medford, MA (USA)"
167,Nathaniel LENTZ,,USA,954,1500m [Mile ind.],Outdoor,1500 Metres,18 MAY 2022,3:51.15,"Weston Athletic Complex, Williamstown, MA (USA)"
168,Nathaniel LENTZ,,USA,954,1500m [Mile ind.],Indoor,1000 Metres,15 JAN 2022,2:33.10,"Bacon Fieldhouse, Middletown, CT (USA)"
169,Nathaniel LENTZ,,USA,954,1500m [Mile ind.],Indoor,One Mile,30 JAN 2022,4:10.66,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
