,name,dob,nat,score,events,environment,race,date,performance,place
1047,Jaime NAVARRO,10 FEB 2001,ESP,961,1500m [1500m ind.],Indoor,3000 Metres,28 DEC 2021,8:44.06,"Gallur, Madrid (ESP)"
1048,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,800 Metres,29 SEP 2012,1:58.09,Aix-les-Bains (FRA)
1049,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,800 Metres,27 OCT 2013,1:55.98,Aix-les-Bains (FRA)
1050,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,800 Metres,05 JUL 2014,1:57.38,Villefranche-sur-Saone (FRA)
1051,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,800 Metres,14 JUN 2015,1:56.99,St-Etienne (FRA)
1052,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,800 Metres,24 JUN 2016,1:55.11,Ambilly (FRA)
1053,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,800 Metres,24 SEP 2017,1:57.85,Vénissieux (FRA)
1054,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,800 Metres,09 JUN 2018,1:54.28,Decines (FRA)
1055,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,800 Metres,11 JUL 2019,1:54.55,Bron (FRA)
1056,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,800 Metres,05 JUN 2021,1:53.86,"Stade Bachelard, Grenoble (FRA)"
1057,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,800 Metres,30 APR 2022,1:57.68,"Stade Jacques Forestier, Aix-les-Bains (FRA)"
1058,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,1000 Metres,17 JUL 2020,2:31.72,"Stade du Mas Barral, Chambéry (FRA)"
1059,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,1500 Metres,15 JUN 2019,3:53.93,Bron (FRA)
1060,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,1500 Metres,29 AUG 2020,3:50.67,"Stade Raymond Troussier, Decines (FRA)"
1061,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,1500 Metres,09 JUN 2021,3:48.19,"Stade Delort, Marseille (FRA)"
1062,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,1500 Metres,02 JUN 2022,3:47.70,Montreuil (FRA)
1063,Nicolas GERARD,10 SEP 1995,FRA,961,1500m,Outdoor,4x800 Metres Relay,14 OCT 2018,7:37.16,Obernai (FRA)
1064,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,800 Metres,10 FEB 2013,1:58.42,Sydney (AUS)
1065,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,800 Metres,01 FEB 2014,1:57.18,Sydney (AUS)
1066,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,800 Metres,19 MAR 2015,1:56.68,Sydney (AUS)
1067,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,800 Metres,03 FEB 2018,1:54.21,Sydney (AUS)
1068,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,1500 Metres,06 DEC 2014,4:03.00,Campbelltown (AUS)
1069,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,1500 Metres,27 FEB 2015,3:57.08,Sydney (AUS)
1070,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,1500 Metres,26 FEB 2016,3:57.68,Sydney (AUS)
1071,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,1500 Metres,31 MAR 2017,3:54.75,Sydney (AUS)
1072,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,1500 Metres,06 JAN 2018,4:01.53,Sydney (AUS)
1073,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,1500 Metres,14 DEC 2019,3:48.08,"Hagenauer Reserve, Box Hill, Melbourne (AUS)"
1074,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,1500 Metres,07 MAR 2020,3:50.61,"SOPAC, Sydney (AUS)"
1075,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,1500 Metres,18 MAR 2021,3:47.49,"Duncan Mackinnon Reserve, Murrumbeena, Melbourne (AUS)"
1076,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,1500 Metres,29 JAN 2022,3:49.50,"AIS Athletics Track, Canberra (AUS)"
1077,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,One Mile,16 DEC 2014,4:27.0h,Sydney (AUS)
1078,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,One Mile,18 DEC 2021,4:12.67,"The Crest Athletics Centre, Sydney (AUS)"
1079,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres,09 NOV 2013,9:06.08,Sydney (AUS)
1080,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres,08 NOV 2014,8:45.55,Sydney (AUS)
1081,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres,07 NOV 2015,8:36.65,Sydney (AUS)
1082,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres,11 NOV 2017,8:21.52,Sydney (AUS)
1083,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres,10 NOV 2018,8:15.80,Sydney (AUS)
1084,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres,09 NOV 2019,8:19.75,"SOPAC, Sydney (AUS)"
1085,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres,21 NOV 2020,8:05.41,"Olympic Park Warm Up Arena, Sydney (AUS)"
1086,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres,13 NOV 2021,8:17.56,"SOPAC Warm Up Arena, Sydney (AUS)"
1087,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres,12 MAR 2022,8:11.79,"SOPAC, Sydney (AUS)"
1088,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,5000 Metres,17 NOV 2016,14:30.74,Melbourne (AUS)
1089,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,5000 Metres,18 FEB 2017,14:37.29,Sydney (AUS)
1090,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,5000 Metres,15 NOV 2018,14:25.36,Melbourne (AUS)
1091,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,5000 Metres,23 FEB 2019,14:40.92,Sydney (AUS)
1092,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,5000 Metres,02 DEC 2020,14:11.62,"SA Athletic Stadium, Adelaide (AUS)"
1093,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,5000 Metres,06 FEB 2021,14:12.66,"SOPAC, Sydney (AUS)"
1094,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,"10,000 Metres",22 DEC 2018,30:11.69,Geelong (AUS)
1095,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,10 Kilometres,30 JUN 2018,30:32,Gold Coast (AUS)
1096,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,10 Kilometres,28 JUL 2019,30:51,Sydney (AUS)
1097,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,10 Kilometres,24 JUL 2022,30:11,Sydney (AUS)
1098,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,Half Marathon,14 OCT 2018,1:08:46,Melbourne (AUS)
1099,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,Half Marathon,03 FEB 2019,1:07:11,Marugame (JPN)
1100,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,2000 Metres Steeplechase,06 DEC 2013,6:13.32,Townsville (AUS)
1101,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,2000 Metres Steeplechase,18 JAN 2014,6:20.78,Glendale (AUS)
1102,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,2000 Metres Steeplechase,30 NOV 2019,5:53.47,"SOPAC, Sydney (AUS)"
1103,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,2000 Metres Steeplechase,12 DEC 2020,5:39.00,"Athletics Track, Campbelltown (AUS)"
1104,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres Steeplechase,13 DEC 2014,9:45.31,Sydney (AUS)
1105,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres Steeplechase,12 DEC 2015,9:15.22,Sydney (AUS)
1106,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres Steeplechase,03 APR 2016,9:21.20,"SOPAC, Sydney (AUS)"
1107,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres Steeplechase,24 FEB 2017,9:07.17,Sydney (AUS)
1108,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres Steeplechase,02 FEB 2018,9:02.08,Sydney (AUS)
1109,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres Steeplechase,07 APR 2019,8:58.70,Sydney (AUS)
1110,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres Steeplechase,23 FEB 2020,9:00.64,"Douglas Track & Field, Auckland (NZL)"
1111,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres Steeplechase,18 APR 2021,8:49.43,"SOPAC, Sydney (AUS)"
1112,Joe BURGESS,27 DEC 1996,AUS,961,1500m [Mile],Outdoor,3000 Metres Steeplechase,07 MAY 2022,8:50.76,"Jack Kemp Stadium, Los Angeles, CA (USA)"
1113,Sean PETERSEN,,USA,961,1500m [Mile ind.],Outdoor,800 Metres,03 APR 2021,1:54.07,"Percy Beard Track, Gainesville, FL (USA)"
1114,Sean PETERSEN,,USA,961,1500m [Mile ind.],Outdoor,1500 Metres,29 APR 2021,3:51.19,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)"
1115,Sean PETERSEN,,USA,961,1500m [Mile ind.],Outdoor,1500 Metres,16 APR 2022,3:53.00,"Cregger Track, Columbia, SC (USA)"
1116,Sean PETERSEN,,USA,961,1500m [Mile ind.],Outdoor,3000 Metres,27 MAR 2021,8:37.90,"Cregger Track, Columbia, SC (USA)"
1117,Sean PETERSEN,,USA,961,1500m [Mile ind.],Outdoor,5000 Metres,18 MAR 2022,15:28.60,"Hutsell-Rosen Track, Auburn, AL (USA)"
1118,Sean PETERSEN,,USA,961,1500m [Mile ind.],Outdoor,Distance Medley Relay,29 APR 2022,9:49.11,"Franklin Field, Philadelphia, PA (USA)"
1119,Sean PETERSEN,,USA,961,1500m [Mile ind.],Indoor,One Mile,18 FEB 2022,4:11.39,"South Carolina Indoor T&F Complex, Columbia, SC (USA)"
1120,Sean PETERSEN,,USA,961,1500m [Mile ind.],Indoor,4x400 Metres Relay,11 JAN 2019,3:21.12,"Clemson, SC (USA)"
1121,Sean PETERSEN,,USA,961,1500m [Mile ind.],Indoor,Distance Medley Relay,25 FEB 2022,9:49.50,"Gilliam Indoor Track, College Station, TX (USA)"
1122,Bill DAILY,,USA,961,1500m [Mile ind.],Outdoor,800 Metres,27 APR 2019,1:59.12,"Westerville, OH (USA)"
1123,Bill DAILY,,USA,961,1500m [Mile ind.],Outdoor,800 Metres,24 APR 2021,1:55.40,"Kerscher Stadium, Ada, OH (USA)"
1124,Bill DAILY,,USA,961,1500m [Mile ind.],Outdoor,800 Metres,19 MAR 2022,1:55.86,"Irwin Belk TF Center, Charlotte, NC (USA)"
1125,Bill DAILY,,USA,961,1500m [Mile ind.],Outdoor,1500 Metres,15 MAR 2019,4:09.76,"Charlotte, NC (USA)"
1126,Bill DAILY,,USA,961,1500m [Mile ind.],Outdoor,1500 Metres,17 APR 2021,3:54.56,"Memorial Stadium, Westerville, OH (USA)"
1127,Bill DAILY,,USA,961,1500m [Mile ind.],Outdoor,1500 Metres,02 APR 2022,3:51.15,"Gettler Stadium, Cincinnati, OH (USA)"
1128,Bill DAILY,,USA,961,1500m [Mile ind.],Outdoor,One Mile,05 FEB 2022,4:11.67,"Niss Athletic Center, Ashland, OH (USA)"
1129,Bill DAILY,,USA,961,1500m [Mile ind.],Outdoor,5000 Metres,02 APR 2021,15:00.74,"Baldwin-Wallace-Lou Higgins Center, Berea, OH (USA)"
1130,Bill DAILY,,USA,961,1500m [Mile ind.],Outdoor,5000 Metres,15 APR 2022,14:44.11,"Tiffin University Paradiso Athletic Fields, Cleveland, OH (USA)"
1131,Bill DAILY,,USA,961,1500m [Mile ind.],Indoor,1000 Metres,06 MAR 2021,2:31.38,"Clements Recreation Ctr./Rike Ctr.‏, Westerville, OH (USA)"
1132,Bill DAILY,,USA,961,1500m [Mile ind.],Indoor,1000 Metres,15 JAN 2022,2:30.98,"Clements Recreation Ctr./Rike Ctr.‏, Westerville, OH (USA)"
1133,Bill DAILY,,USA,961,1500m [Mile ind.],Indoor,One Mile,15 JAN 2022,4:12.34,"Clements Recreation Ctr./Rike Ctr.‏, Westerville, OH (USA)"
1134,Bill DAILY,,USA,961,1500m [Mile ind.],Indoor,3000 Metres,22 JAN 2022,8:21.98,"Clements Recreation Ctr./Rike Ctr.‏, Westerville, OH (USA)"
1135,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Outdoor,800 Metres,29 JUN 2019,1:55.57,Málaga (ESP)
1136,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Outdoor,800 Metres,08 FEB 2020,1:55.20,Granada (ESP)
1137,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Outdoor,800 Metres,07 MAY 2022,1:54.32,Murcia (ESP)
1138,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Outdoor,1500 Metres,12 MAY 2021,3:51.54,"Estadio Enrique Lopez Cuenca, Nerja (ESP)"
1139,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Outdoor,1500 Metres,28 JUN 2022,3:49.95,"Estadio Ciudad de Málaga, Málaga (ESP)"
1140,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Outdoor,3000 Metres,02 JAN 2021,8:47.99,Nerja (ESP)
1141,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Indoor,800 Metres,23 FEB 2019,1:59.98,Antequera (ESP)
1142,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Indoor,800 Metres,15 FEB 2020,1:56.37,"Pista Cubierta Carlos Gil Perez, Salamanca (ESP)"
1143,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Indoor,800 Metres,07 FEB 2021,1:54.73,Antequera (ESP)
1144,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Indoor,800 Metres,13 FEB 2022,1:53.76,Antequera (ESP)
1145,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Indoor,1500 Metres,30 JAN 2021,3:59.52,Antequera (ESP)
1146,Francisco Javier PADIAL,20 JUL 2000,ESP,961,1500m [1500m ind.],Indoor,1500 Metres,02 FEB 2022,3:54.50,"Velódromo Luis Puig, Valencia (ESP)"
1147,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Outdoor,800 Metres,05 APR 2019,2:00.07,"Williamsburg, VA (USA)"
1148,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Outdoor,1500 Metres,04 MAY 2019,3:56.26,"Albany, NY (USA)"
1149,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Outdoor,1500 Metres,23 APR 2021,3:52.98,"Stony Brook University, Stony Brook, NY (USA)"
1150,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Outdoor,1500 Metres,28 APR 2022,3:52.74,"Franklin Field, Philadelphia, PA (USA)"
1151,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Outdoor,5000 Metres,01 APR 2022,14:29.12,"Zable Stadium - College of William & Mary, Williamsburg, VA (USA)"
1152,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Outdoor,4x800 Metres Relay,05 MAY 2019,7:45.67,"Albany, NY (USA)"
1153,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Indoor,800 Metres,01 FEB 2019,1:59.85,NY (USA)
1154,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Indoor,1000 Metres,23 FEB 2019,2:31.98,"Boston, MA (USA)"
1155,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Indoor,1000 Metres,22 FEB 2020,2:29.55,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
1156,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Indoor,1000 Metres,25 FEB 2022,2:28.14,"Ocean Breeze Athl. Complex, New York, NY (USA)"
1157,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Indoor,One Mile,05 MAR 2022,4:06.79,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
1158,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Indoor,3000 Metres,19 JAN 2020,8:34.82,"Ocean Breeze Athl. Complex, New York, NY (USA)"
1159,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Indoor,3000 Metres,15 JAN 2022,8:19.59,"Ocean Breeze Athl. Complex, New York, NY (USA)"
1160,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Indoor,4x800 Metres Relay,10 MAR 2018,7:56.51,"New York, NY (USA)"
1161,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Indoor,4x800 Metres Relay,22 FEB 2020,7:35.62,"Boston Univ. Track & Tennis Center, Boston, MA (USA)"
1162,Conor MALANAPHY,,USA,960,1500m [Mile ind.],Indoor,Distance Medley Relay,22 FEB 2019,9:57.04,"Boston, MA (USA)"
1163,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,400 Metres,29 APR 2017,51.56,Nembro (ITA)
1164,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,600 Metres,20 APR 2017,1:23.47,Milano (ITA)
1165,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,800 Metres,14 SEP 2014,1:58.23,Milano (ITA)
1166,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,800 Metres,12 JUN 2015,1:55.18,Rieti (ITA)
1167,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,800 Metres,29 MAY 2016,1:51.89,Gavardo (ITA)
1168,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,800 Metres,07 JUL 2017,1:51.90,Nembro (ITA)
1169,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,800 Metres,01 SEP 2018,1:50.67,Cernusco Sul Naviglio (ITA)
1170,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,800 Metres,07 JUN 2019,1:52.21,Rieti (ITA)
1171,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,800 Metres,23 AUG 2020,1:53.50,"Campo Scuola, Mantova (ITA)"
1172,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,800 Metres,30 MAY 2021,1:51.69,"Stadio Communale Emilio Colombo-Gaetano Gianetti, Saronno (ITA)"
1173,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,800 Metres,22 MAY 2022,1:52.36,"Stadio Communale Emilio Colombo-Gaetano Gianetti, Saronno (ITA)"
1174,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,1500 Metres,27 JUN 2015,3:55.42,Busto Arsizio (ITA)
1175,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,1500 Metres,10 SEP 2016,3:55.22,Milano (ITA)
1176,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,1500 Metres,09 SEP 2017,3:50.80,Besana Brianza (ITA)
1177,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,1500 Metres,09 SEP 2018,3:50.16,Pescara (ITA)
1178,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,1500 Metres,20 JUN 2019,3:48.87,Bergamo (ITA)
1179,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,1500 Metres,03 OCT 2020,4:03.16,"Campo XXV Aprile, Milano (ITA)"
1180,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,1500 Metres,29 MAY 2021,3:51.62,"Stadio Communale Emilio Colombo-Gaetano Gianetti, Saronno (ITA)"
1181,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,1500 Metres,25 MAY 2022,3:47.65,"Campo Comunale, Zogno (ITA)"
1182,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,One Mile,04 SEP 2021,4:10.05,"Arena Civica, Milano (ITA)"
1183,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,One Mile,11 JUN 2022,4:11.35,"Arena Civica, Milano (ITA)"
1184,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,3000 Metres,23 AUG 2014,8:53.62,Chiasso (SUI)
1185,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,3000 Metres,14 JUL 2016,8:25.48,Brugherio (ITA)
1186,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,3000 Metres,19 JUL 2017,8:37.79,Cernusco Sul Naviglio (ITA)
1187,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,3000 Metres,15 JUN 2018,8:38.07,Conegliano (ITA)
1188,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,3000 Metres,17 JUN 2021,8:14.66,"Centro Sportivo Saletti, Nembro (ITA)"
1189,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,5000 Metres,15 SEP 2016,14:41.21,Chiari (ITA)
1190,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,5000 Metres,25 SEP 2021,14:21.11,"Arena Civica, Milano (ITA)"
1191,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,"10,000 Metres",10 APR 2021,30:23.42,"Campo Comunale, Brescia (ITA)"
1192,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Outdoor,10 Kilometres,10 OCT 2021,30:04,Forli (ITA)
1193,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Indoor,800 Metres,25 JAN 2014,2:01.72,Padova (ITA)
1194,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Indoor,800 Metres,20 JAN 2018,1:54.28,Padova (ITA)
1195,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Indoor,800 Metres,02 FEB 2019,1:58.17,Ancona (ITA)
1196,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Indoor,1500 Metres,22 JAN 2017,3:57.70,Padova (ITA)
1197,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Indoor,1500 Metres,03 FEB 2018,3:59.85,Ancona (ITA)
1198,Federico MAIONE,04 APR 1997,ITA,960,1500m [Mile],Indoor,3000 Metres,14 JAN 2017,8:34.12,Padova (ITA)
1199,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,800 Metres,24 AUG 2013,1:58.46,Coventry (GBR)
1200,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,800 Metres,31 AUG 2014,1:56.18,Bedford (GBR)
1201,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,800 Metres,09 JUN 2015,1:54.15,Stretford (GBR)
1202,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,800 Metres,04 JUN 2016,1:53.54,Manchester (GBR)
1203,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,800 Metres,25 JUL 2017,1:53.99,Stretford (GBR)
1204,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,1500 Metres,22 AUG 2015,3:51.91,Solihull (GBR)
1205,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,1500 Metres,14 MAY 2016,3:52.47,Manchester (GBR)
1206,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,1500 Metres,13 AUG 2019,4:01.30,Tipton (GBR)
1207,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,1500 Metres,25 AUG 2020,3:54.39,"Trafford Athletic Stadium, Manchester (GBR)"
1208,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,1500 Metres,29 MAY 2021,3:48.60,"Sportcity Regional Arena, Manchester (GBR)"
1209,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,1500 Metres,23 JUL 2022,3:47.73,"Trafford Athletic Stadium, Manchester (GBR)"
1210,Alex BURROWS,14 SEP 1997,GBR,960,1500m,Outdoor,5 Kilometres,05 APR 2021,15:10,Wigan (GBR)
1211,Clementin POULIN,04 JUL 2000,FRA,960,1500m,Outdoor,800 Metres,08 SEP 2020,1:59.29,"Stade Régional G. Hebert, Reims (FRA)"
1212,Clementin POULIN,04 JUL 2000,FRA,960,1500m,Outdoor,800 Metres,29 JUN 2022,1:52.33,"Athlétisme St-Wanquet, Halluin (FRA)"
1213,Clementin POULIN,04 JUL 2000,FRA,960,1500m,Outdoor,1500 Metres,16 JUL 2022,3:48.30,"Stedelijke Atletiekpiste, Ninove (BEL)"
1214,Clementin POULIN,04 JUL 2000,FRA,960,1500m,Outdoor,3000 Metres,12 SEP 2020,8:50.03,"Stade Levindrey, Laon (FRA)"
1215,Clementin POULIN,04 JUL 2000,FRA,960,1500m,Outdoor,3000 Metres,22 MAY 2021,8:30.81,"Stade Régional G. Hebert, Reims (FRA)"
1216,Clementin POULIN,04 JUL 2000,FRA,960,1500m,Outdoor,5000 Metres,29 MAY 2021,15:04.88,"Sport Vlaanderen Atletiekpiste, Oordegem (BEL)"
1217,Clementin POULIN,04 JUL 2000,FRA,960,1500m,Indoor,800 Metres,23 JAN 2022,1:56.78,Reims (FRA)
1218,Mohammed MAZID,24 MAR 1996,BEL,960,1500m [1500m ind.],Outdoor,800 Metres,25 JUN 2014,1:57.06,Ertvelde (BEL)
1219,Mohammed MAZID,24 MAR 1996,BEL,960,1500m [1500m ind.],Outdoor,800 Metres,06 JUN 2015,1:56.25,Huizingen (BEL)
1220,Mohammed MAZID,24 MAR 1996,BEL,960,1500m [1500m ind.],Outdoor,800 Metres,22 MAY 2016,1:55.36,Duffel (BEL)
1221,Mohammed MAZID,24 MAR 1996,BEL,960,1500m [1500m ind.],Outdoor,800 Metres,03 JUN 2017,1:56.88,Oordegem (BEL)
1222,Mohammed MAZID,24 MAR 1996,BEL,960,1500m [1500m ind.],Outdoor,800 Metres,18 AUG 2018,1:56.55,Lier (BEL)
1223,Mohammed MAZID,24 MAR 1996,BEL,960,1500m [1500m ind.],Outdoor,800 Metres,20 JUL 2019,1:52.84,Heusden-Zolder (BEL)
